BTE_LEFT::log_power_delta,BTE_LEFT::log_power_theta,BTE_LEFT::log_power_alpha,BTE_LEFT::log_power_beta,BTE_LEFT::log_power_gamma,BTE_LEFT::log_total_power,BTE_LEFT::hjorth_mobility,BTE_LEFT::hjorth_complexity,BTE_LEFT::log_line_length,BTE_RIGHT::log_power_delta,BTE_RIGHT::log_power_theta,BTE_RIGHT::log_power_alpha,BTE_RIGHT::log_power_beta,BTE_RIGHT::log_power_gamma,BTE_RIGHT::log_total_power,BTE_RIGHT::hjorth_mobility,BTE_RIGHT::hjorth_complexity,BTE_RIGHT::log_line_length,CROSS_HEAD::log_power_delta,CROSS_HEAD::log_power_theta,CROSS_HEAD::log_power_alpha,CROSS_HEAD::log_power_beta,CROSS_HEAD::log_power_gamma,CROSS_HEAD::log_total_power,CROSS_HEAD::hjorth_mobility,CROSS_HEAD::hjorth_complexity,CROSS_HEAD::log_line_length,recording_id,subject,cls,chunk,avail_L,avail_R,avail_X,prob
0.071772814,-0.5773454,-0.43681765,0.66339874,1.2159734,0.03637457,0.15013656,-0.9727998,0.54558325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36919117,-0.033762455,-0.01032567,1.1677749,1.7570817,0.10320151,0.18600324,-0.7011936,0.6791816,sub-064_ses-01_task-szMonitoring_run-01,64,control,5906,True,False,True,0.10504682710492506
0.6885977,0.10930586,0.16195917,1.1301732,0.8087063,0.5077293,-0.08803758,2.3996687,0.39845514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07056856,-0.16751122,0.3460703,0.9540281,1.351713,0.10334134,-0.021319807,0.7055583,0.5503359,sub-064_ses-01_task-szMonitoring_run-01,64,control,5908,True,False,True,0.1796295334619891
1.1025329,0.53752947,1.3596334,2.8443913,2.766716,1.5557479,0.22994998,-1.3443735,1.3515131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0349982,0.72255087,0.94313216,2.4669056,3.10183,1.717859,0.1626533,-0.51045513,1.2559314,sub-064_ses-01_task-szMonitoring_run-01,64,control,5930,True,False,True,0.2045393856332116
-0.567065,-0.9333072,-0.3859682,-0.6048951,-0.565814,-0.75531626,0.05724293,-0.40445662,-0.3278947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5943937,-1.2574062,-0.76837826,-0.23083997,-0.7302766,-1.2439394,0.10523859,-0.49305975,-0.24082041,sub-064_ses-01_task-szMonitoring_run-01,64,control,5948,True,False,True,0.032691258609339614
-0.94334054,-1.3311815,-0.25958157,-0.56220627,-0.7000785,-0.9788599,0.13558027,-1.0835128,-0.18170261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8702011,-0.749238,0.18010211,0.3987322,0.07341766,-0.4938414,0.091044724,-0.44762874,0.107228756,sub-064_ses-01_task-szMonitoring_run-01,64,control,5957,True,False,True,0.04411847713215701
1.6156838,0.82216454,1.4633904,2.5938313,2.6889617,1.6775842,0.18130091,-1.1749488,1.3472769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02738905,0.88289714,0.08157086,1.4222996,1.7965705,0.4298544,0.09373492,-0.27504468,0.7723837,sub-064_ses-01_task-szMonitoring_run-01,64,control,5976,True,False,True,0.3026061293895628
-0.642462,-0.75093794,-0.50551414,0.85518026,1.1418576,-0.24304223,0.17756075,-1.1441379,0.46693683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1539981,-1.2197003,-1.1286383,-1.1655877,-1.5203338,-1.3958004,-0.07322042,0.90970683,-0.57371473,sub-064_ses-01_task-szMonitoring_run-01,64,control,6006,True,False,True,0.0589683708036666
-1.7451408,0.35271692,-0.14802265,-1.7168517,-2.0798697,-1.1218143,-0.031249508,0.10869217,-0.798856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4603271,-0.33331633,0.6041117,-1.186764,-1.2642245,-0.6271386,-0.015057534,0.0007221699,-0.3695402,sub-064_ses-01_task-szMonitoring_run-01,64,control,6047,True,False,True,0.05193180585771906
-0.4314649,0.43074512,-0.8238869,-1.7655025,-2.6709695,-0.63023233,-0.108545974,1.775218,-0.958941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52410483,0.17790747,0.20450854,-1.0885751,-1.4540076,-0.47240925,-0.05885385,0.34868097,-0.5208342,sub-064_ses-01_task-szMonitoring_run-01,64,control,6089,True,False,True,0.05928161423618744
-1.4236095,-0.3328538,-0.21876669,-1.6855044,-2.1256242,-1.2521186,-0.056798816,0.32619357,-0.82161474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.73420763,0.40032697,0.39268684,-1.024298,-2.0466695,-0.4102838,-0.07739353,0.17494202,-0.47152424,sub-064_ses-01_task-szMonitoring_run-01,64,control,6091,True,False,True,0.09583943464951265
-0.121469736,0.38754177,-0.15854645,1.4344532,1.5404482,0.3118608,0.2529063,-1.4856938,0.8010156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.118532,-0.04043579,0.0047199726,0.19353867,0.9502063,-0.43708682,0.170681,-0.6475301,0.3110466,sub-064_ses-01_task-szMonitoring_run-01,64,control,6108,True,False,True,0.09102644778072506
0.05623269,-0.14190912,-0.41556692,-0.51648855,-0.9643016,-0.28241205,-0.06996347,2.0369334,0.0825243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18134499,-0.12762904,0.4769392,1.2249575,1.6406171,0.32061756,0.025297314,0.20332217,0.71060467,sub-064_ses-01_task-szMonitoring_run-01,64,control,6113,True,False,True,0.19929195813301326
0.36197162,1.095222,0.256083,1.8921659,2.7279775,0.97512555,0.27499276,-1.4814073,1.1479833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26015592,1.2965043,0.75232387,1.9197421,2.4987037,0.83728296,0.20764494,-0.7573422,1.080431,sub-064_ses-01_task-szMonitoring_run-01,64,control,6131,True,False,True,0.25364906077540267
-0.1735084,-0.5023203,-0.4758978,1.9176443,2.4939167,0.6513829,0.35877782,-1.7353798,0.9648392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7974317,-0.24897623,0.15019107,1.8570158,2.4004166,0.7886181,0.12407169,-0.38094783,0.87584877,sub-064_ses-01_task-szMonitoring_run-01,64,control,6172,True,False,True,0.07439311655000194
-0.3451531,-0.4168601,-0.47300005,1.2651887,1.4316483,0.07845998,0.12806559,-0.90646076,0.7522228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2660416,-0.23159623,0.563607,2.2617612,2.37586,1.125606,0.17095432,-0.6594676,1.0313811,sub-064_ses-01_task-szMonitoring_run-01,64,control,6176,True,False,True,0.13292476445256787
0.49972916,0.75935555,-0.105278015,1.410366,1.9199824,0.6501,0.24079064,-1.3707991,0.8661783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9365183,1.2585828,-0.15289068,1.0005264,1.7325354,0.7106825,0.12949327,-0.47251832,0.7392287,sub-064_ses-01_task-szMonitoring_run-01,64,control,6181,True,False,True,0.24836165447642064
-0.3298676,1.1627245,1.2616181,1.0665975,1.4670639,0.4206648,0.16580787,-1.1624458,0.6064565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17098689,1.4951878,1.8031089,0.63776207,0.7153268,0.79026586,0.016218632,-0.08153105,0.4005618,sub-064_ses-01_task-szMonitoring_run-01,64,control,6213,True,False,True,0.19588296130128363
-0.64484906,-0.37035227,-0.5072923,0.69706964,1.2174006,-0.24915528,0.16079643,-1.0717442,0.5815346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4162827,-0.36487436,0.11641741,0.20248652,0.9806173,-0.5013077,0.13546681,-0.56180525,0.3723688,sub-064_ses-01_task-szMonitoring_run-01,64,control,6215,True,False,True,0.09545611907313688
-1.0864637,0.9622836,0.57331896,1.0134892,1.0458336,0.02827835,0.22411466,-1.4359775,0.44038725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33342576,1.4726667,0.7371445,0.42506647,1.0030699,0.3749249,0.039167404,-0.13923407,0.27041674,sub-064_ses-01_task-szMonitoring_run-01,64,control,6241,True,False,True,0.14817485105869607
-1.8667753,1.096827,-0.19198465,1.1840143,1.3325315,-0.002811432,0.2708319,-1.5529743,0.5463581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.73837185,1.6583387,-0.21373653,0.5194204,0.9336314,0.240327,0.10114211,-0.41963005,0.37269545,sub-064_ses-01_task-szMonitoring_run-01,64,control,6256,True,False,True,0.21339042597567934
0.15341115,0.7006564,0.11438751,1.4278233,1.1378875,0.4033749,0.22008118,-1.4084882,0.56300426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6188952,1.3263927,0.45988297,0.8237114,0.79822445,0.5606767,0.07666752,-0.28891778,0.35887194,sub-064_ses-01_task-szMonitoring_run-01,64,control,6286,True,False,True,0.16151244758419672
-0.5792434,1.2829108,-0.006914139,1.2869344,1.2218122,0.2555418,0.19108164,-1.3069625,0.6144197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12194204,1.2835627,0.14644146,0.52945113,0.77352977,0.22246754,0.07634804,-0.3568983,0.38083076,sub-064_ses-01_task-szMonitoring_run-01,64,control,6297,True,False,True,0.23221917127150218
-1.6781771,-1.2273774,-0.62779665,1.228611,1.69,-0.18686748,0.24735892,-1.4817854,0.6193507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.83976316,-1.4760056,-1.1274462,0.6295371,1.2395477,-0.55721164,0.18934733,-0.71453667,0.3559909,sub-064_ses-01_task-szMonitoring_run-01,64,control,6315,True,False,True,0.03666469690598834
-0.25893378,-0.81938887,-1.9402852,0.61604595,0.49724197,-0.31442094,0.17429522,-1.129767,0.3096447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7304368,-1.3596663,-2.1475568,0.3216977,0.22078323,-0.8788402,0.18215048,-0.7382568,0.10940933,sub-064_ses-01_task-szMonitoring_run-01,64,control,6327,True,False,True,0.05765835625351619
-0.8276298,-1.0178342,-0.5423827,0.70530987,0.68674564,-0.46018934,0.23196915,-1.4485171,0.28504062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13533068,-0.5943413,-1.122591,0.4213512,0.72569203,-0.25117207,0.16726372,-0.65848637,0.15303707,sub-064_ses-01_task-szMonitoring_run-01,64,control,6333,True,False,True,0.04466801527366761
-1.1762044,-1.314549,-0.28000832,0.81313944,0.4906745,-0.54420066,0.14353108,-1.0452642,0.2707181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3897214,-1.3779383,-0.50289774,0.32936406,0.27596712,-0.5566983,0.10607183,-0.366688,0.089138985,sub-064_ses-01_task-szMonitoring_run-01,64,control,6345,True,False,True,0.0384184371327675
0.12328744,0.095134735,-0.8529811,0.6670761,0.8382888,0.042168617,0.21041945,-1.2749424,0.35877872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4777305,0.07699394,-0.59539986,0.12395692,0.44303942,-0.0060032606,0.025330871,0.16138601,0.18791151,sub-064_ses-01_task-szMonitoring_run-01,64,control,6347,True,False,True,0.10602309686263282
-0.56413245,-0.5092077,-0.29042244,0.7884302,0.9926219,-0.23433661,0.14055094,-0.98785543,0.35986924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7712703,-0.2706945,-0.6343837,0.22824526,0.73597956,0.16706109,0.07918689,-0.23193145,0.12867403,sub-064_ses-01_task-szMonitoring_run-01,64,control,6360,True,False,True,0.06695041426520053
-0.81506705,-1.4366002,-0.94502115,0.16489124,0.5977373,-0.6873033,0.14527023,-1.0018592,0.23917794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8966937,-1.0122356,-2.0522532,-0.09864879,0.6552987,-0.94735384,0.14942941,-0.53964126,0.09739685,sub-064_ses-01_task-szMonitoring_run-01,64,control,6364,True,False,True,0.061096737042436615
1.6939337,-0.63232374,0.44445848,0.92996454,0.67164516,1.187826,0.026619732,-0.16489768,0.33818984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7509717,-1.7751832,-0.17211366,0.22894049,0.2658987,0.103008986,0.037945777,0.024127722,0.09811354,sub-064_ses-01_task-szMonitoring_run-01,64,control,6374,True,False,True,0.03075054958185834
-0.4751613,-1.1493149,-0.18905544,0.50998354,0.926445,-0.31615043,0.17177027,-1.1602716,0.3645959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7918818,-1.1992502,-0.094911814,0.3582139,0.42455816,-0.57211256,0.13142845,-0.5802605,0.17001534,sub-064_ses-01_task-szMonitoring_run-01,64,control,6379,True,False,True,0.03987924325356878
-0.22619557,0.15791512,0.4360528,0.6987138,0.78563404,-0.017818213,0.13678265,-0.99525976,0.35015583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25958037,0.31695223,0.5396607,0.39950275,0.7277868,0.16215265,0.03577891,-0.09164095,0.24485159,sub-064_ses-01_task-szMonitoring_run-01,64,control,6386,True,False,True,0.10041390498428149
-0.916548,-0.997488,-0.6034713,0.609921,0.83008766,-0.50076437,0.11956367,-0.92795396,0.33191895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7580848,-1.3128824,-0.9179549,0.17434454,0.55988884,-0.7677977,0.11930373,-0.5235195,0.084950924,sub-064_ses-01_task-szMonitoring_run-01,64,control,6391,True,False,True,0.045896136583133074
-1.8652327,-1.0567298,-1.0572624,0.7407446,0.34711647,-0.8054638,0.22527558,-1.4597697,0.29145622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59737515,-1.0928259,-1.094615,0.29798484,0.4797783,-0.6922605,0.17349362,-0.73861384,0.114340305,sub-064_ses-01_task-szMonitoring_run-01,64,control,6410,True,False,True,0.041999528800662406
0.29377317,1.4453368,0.014364243,1.0154843,0.87264824,0.4673462,0.11438158,-0.8583355,0.35150146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14330673,1.5799482,-0.24040842,0.5552497,0.1310234,0.34008896,0.02567795,-0.024107456,0.12829971,sub-064_ses-01_task-szMonitoring_run-01,64,control,6445,True,False,True,0.23663448779070906
0.38552308,-0.7796078,-1.1704397,0.7095194,0.7750082,0.13281822,0.095175445,-0.67934036,0.4426725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6068518,-0.078121185,-1.4061933,0.16907024,0.39910746,0.75978297,-0.026560292,0.8383231,0.18376875,sub-064_ses-01_task-szMonitoring_run-01,64,control,6507,True,False,True,0.1488782966140014
1.7783668,-0.4117608,-1.027731,0.34277344,0.7218728,1.1961175,-0.008534968,0.40911794,0.3146031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0128798,-0.19751453,-2.1649818,0.063957214,0.42135906,1.095499,-0.09163506,1.8419669,0.114323616,sub-064_ses-01_task-szMonitoring_run-01,64,control,6522,True,False,True,0.14648225042115406
0.9571924,-0.12783146,-1.3844543,0.5028491,1.1153111,0.55756044,0.023581594,0.01034236,0.33640838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6815993,-0.38926744,-0.89344025,0.17749381,0.46674109,0.82350546,-0.11383386,2.518771,0.08312607,sub-064_ses-01_task-szMonitoring_run-01,64,control,6543,True,False,True,0.10602017203541358
0.87238336,0.8373585,0.33533573,0.4323306,0.36603117,0.57778573,0.06167078,-0.48208022,0.22276306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4137915,1.3958251,0.4784696,0.18497038,0.45181274,0.9046328,-0.016477406,0.4806683,0.11442661,sub-064_ses-01_task-szMonitoring_run-01,64,control,6546,True,False,True,0.15440900931901236
1.2370038,-0.33368587,-1.0544152,0.62472916,0.8785286,0.7645185,0.0024199188,0.25697875,0.35054612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2487987,0.26115513,-1.6560831,0.12002015,0.68754387,0.5026603,-0.06719363,1.3517556,0.13033342,sub-064_ses-01_task-szMonitoring_run-01,64,control,6550,True,False,True,0.1655253510253646
1.4937508,-0.7646885,-1.3174548,0.7521858,0.27946806,0.9517369,0.010980755,0.03392148,0.26093745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.024469,-0.5783577,-1.8109455,0.15674615,0.19607973,1.0963774,-0.10166544,2.1726577,0.10341644,sub-064_ses-01_task-szMonitoring_run-01,64,control,6561,True,False,True,0.1135262212576621
0.63841033,-0.8813009,-1.1415682,0.42046452,0.8538804,0.26409817,0.02641359,-0.085802555,0.25957274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.059958,-0.40702057,-1.4539561,0.13144493,0.666976,0.30840206,-0.08748393,1.789809,0.12771034,sub-064_ses-01_task-szMonitoring_run-01,64,control,6639,True,False,True,0.11284424806795737
1.8610809,-0.8312745,-1.1514182,0.7046008,0.34245014,1.2725055,-0.015708223,0.36059952,0.22079158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3607416,-0.16051269,-2.339817,0.12268567,0.075118065,1.4108407,-0.13487172,3.0061257,0.038208485,sub-064_ses-01_task-szMonitoring_run-01,64,control,6649,True,False,True,0.13899792548363452
1.5768406,-1.29458,-1.6567068,0.6132703,1.0802755,1.0338864,0.0046730936,0.1693058,0.34127855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9715772,-0.5734167,-1.7515078,0.14754248,0.7404802,1.9924525,-0.14190318,3.571585,0.12220478,sub-064_ses-01_task-szMonitoring_run-01,64,control,6663,True,False,True,0.0827714620549974
1.2662916,-0.45447826,-1.1094451,0.5991907,0.6363697,0.7687752,0.01822713,0.027470112,0.31293893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6612093,-0.39836,-2.3395052,0.20866752,0.28016376,0.7778482,-0.14520642,3.5757568,0.093391895,sub-064_ses-01_task-szMonitoring_run-01,64,control,6689,True,False,True,0.17068980804661124
1.2996323,-0.26596642,-1.1014423,0.5371051,0.7616396,0.802475,0.028908491,-0.21078324,0.23620915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5549023,-0.088003874,-1.6284318,0.06218052,0.452415,1.6008502,-0.090943426,1.6564438,0.051312447,sub-064_ses-01_task-szMonitoring_run-01,64,control,6715,True,False,True,0.10490378704441271
1.051503,0.13780975,-1.5492082,0.2060318,0.28888035,0.56545067,0.00037108362,0.314718,0.14468098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9239676,-0.38584518,-2.0452914,-0.07320142,0.049695015,0.99763566,-0.07387102,1.5321598,-0.016207218,sub-064_ses-01_task-szMonitoring_run-01,64,control,6721,True,False,True,0.12597800091178268
0.85860014,-0.70186234,-1.5623565,0.48592567,0.34901428,0.40235233,-0.041347623,0.9017496,0.10682583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6948617,0.050637722,-1.8418455,0.09604335,0.09908247,0.82413733,-0.1286552,2.8258584,-0.045651913,sub-064_ses-01_task-szMonitoring_run-01,64,control,6727,True,False,True,0.1423070474404849
1.2523623,-0.44158602,-1.0726104,0.43345928,0.5966444,0.74192595,-0.026644498,0.6508682,0.21129513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6958013,-0.12451649,-1.9884987,0.14081311,0.426414,0.8238444,-0.06587668,1.2334657,0.048183918,sub-064_ses-01_task-szMonitoring_run-01,64,control,6745,True,False,True,0.12947308743847524
-0.27810597,-0.37956095,-1.7758384,0.4015031,0.029546738,-0.3902681,0.016409293,-0.08233142,0.068464756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823372,-0.41062737,-2.0681753,-0.080630064,-0.20941257,0.09820509,-0.066631764,1.2534962,-0.06683874,sub-064_ses-01_task-szMonitoring_run-01,64,control,6749,True,False,True,0.14564541680204554
0.77018356,-0.2707162,-1.4075799,0.38032484,0.096039295,0.3293352,0.0070022494,0.044215202,0.103006124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3464353,-0.08615804,-2.2137423,-0.1741345,0.071698666,1.3931671,-0.12024781,2.5171902,-0.06835747,sub-064_ses-01_task-szMonitoring_run-01,64,control,6774,True,False,True,0.13819346575280173
0.488976,-0.70337725,-1.2793784,0.47537136,-0.22842121,0.09853983,0.033667266,-0.24330091,0.1756165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5429373,-0.13787365,-1.8979425,0.10643983,-0.2676344,0.6755036,-0.12180859,2.546346,0.0150465965,sub-064_ses-01_task-szMonitoring_run-01,64,control,6777,True,False,True,0.18719399360272104
1.0254376,-0.5428028,-1.5221963,0.2127204,0.40819454,0.51838565,0.001539275,0.21997356,0.17736888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2382627,0.27554703,-1.8651118,0.001168251,0.12176895,0.46177924,-0.08320169,1.6466119,0.02411604,sub-064_ses-01_task-szMonitoring_run-01,64,control,6779,True,False,True,0.17039817999983595
1.0124936,-0.5792303,-0.96744204,0.5763831,0.2572837,0.54376245,0.0007741749,0.068380594,0.22837996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2113993,0.032929897,-1.5338302,0.041674376,0.12508631,0.42625237,-0.14094022,3.1985533,0.0073542595,sub-064_ses-01_task-szMonitoring_run-01,64,control,6788,True,False,True,0.16284499143786235
1.0255375,-0.30595732,-1.3040361,0.25696182,0.2531581,0.5270338,-0.02642791,0.7208519,0.15537667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4914793,-0.25950813,-1.2737398,0.09111166,-0.04499626,0.6399754,-0.1219255,2.591551,0.011083126,sub-064_ses-01_task-szMonitoring_run-01,64,control,6820,True,False,True,0.13729905992895625
0.9354644,-0.13314342,-1.2857213,0.41873598,0.25878286,0.4784317,-0.025674611,0.62442875,0.10983443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.414984,0.028455019,-1.5474691,-0.017761946,0.026751041,1.4675578,-0.15098906,3.871342,-0.040737152,sub-064_ses-01_task-szMonitoring_run-01,64,control,6822,True,False,True,0.13984516231822888
3.9828203,0.24869156,0.1742835,1.6073928,2.230351,3.3117979,-0.13962588,4.4041963,0.731657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7218158,-0.59792376,0.3482387,2.1066246,2.4607863,2.8209853,-0.08217898,1.6593621,0.99124765,sub-064_ses-01_task-szMonitoring_run-02,64,ictal,6356,True,False,True,0.10900678603941395
2.1668508,1.7413216,2.5255868,3.6631732,4.09857,2.6970918,-0.015511543,0.532321,2.093207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0082428,1.6656404,2.0091126,3.114357,4.306761,2.4583156,0.32570973,-1.0127807,1.928576,sub-064_ses-01_task-szMonitoring_run-02,64,ictal,6357,True,False,True,0.5805206001273678
3.2085457,0.6735048,1.5553389,2.8198006,3.3600066,2.809531,0.080652535,-0.19329286,1.892129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6076589,0.3911531,1.18119,2.3491259,2.7832997,2.0670013,0.077597916,-0.0690124,1.5815277,sub-064_ses-01_task-szMonitoring_run-02,64,ictal,6358,True,False,True,0.5134612351817791
2.4902964,1.0986748,0.96722984,2.4974103,3.1345637,2.2374685,0.037241966,0.03786826,1.3883834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2986401,0.5012045,1.5778079,2.0462046,2.6614192,1.4359497,0.07347992,-0.13619685,1.1568856,sub-064_ses-01_task-szMonitoring_run-02,64,ictal,6359,True,False,True,0.26747358977800806
0.8963516,0.6596656,0.59059525,2.311766,2.8784592,1.3736942,0.016915768,0.24399781,1.4228964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120213,0.5495851,1.0714872,2.1582556,2.7586894,1.2113932,0.12135512,-0.38058233,1.272532,sub-064_ses-01_task-szMonitoring_run-02,64,ictal,6360,True,False,True,0.39593937045054056
1.6598866,1.069849,1.3573203,2.2546093,2.605934,1.6658202,0.13622797,-0.7286544,1.0833082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874779,0.896621,1.0224552,1.7249296,2.413682,1.0953978,0.22967151,-0.741791,1.0228577,sub-064_ses-01_task-szMonitoring_run-02,64,ictal,6361,True,False,True,0.17508982851877017
1.6310756,1.1820345,1.4648814,2.4196224,2.8782728,1.7537674,0.20981726,-0.9693699,1.6948519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9708484,0.8164191,0.25376248,0.37459636,0.668602,1.2001665,0.001388669,0.5081153,0.55499697,sub-064_ses-01_task-szMonitoring_run-02,64,ictal,11963,True,False,True,0.4223464637951817
-0.290071,-0.17254925,0.005311489,1.8439457,2.631707,0.79479265,0.26607653,-1.1890845,1.0644636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7961638,-0.32287788,-0.06718278,0.61002207,0.64339256,0.3296759,0.018142283,0.3225522,0.37615108,sub-064_ses-01_task-szMonitoring_run-02,64,ictal,11964,True,False,True,0.11306546535360677
1.4427059,0.019804478,0.8449507,3.059868,4.294607,2.2636037,0.3065187,-1.2640814,1.8705792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27233577,-1.2904906,0.04076481,0.8811152,1.8510847,0.31105912,0.1409531,-0.42026377,0.66369295,sub-064_ses-01_task-szMonitoring_run-02,64,ictal,11965,True,False,True,0.0740224422294302
1.0274336,1.6677194,1.037643,1.3796968,1.652978,1.084034,0.16060218,-0.962044,0.73023033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019333124,2.6585853,0.60680366,0.9565139,1.0033147,0.96116304,0.09948817,-0.44206035,0.5024133,sub-064_ses-01_task-szMonitoring_run-02,64,control,44,True,False,True,0.36315843332517367
-0.89653635,0.2108984,-1.2943339,-1.3898258,-2.2711549,-0.98475504,-0.09540032,1.2291374,-0.94425774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29609156,0.05662775,-1.5406578,-1.9217138,-3.4144945,-0.8414781,-0.14047772,1.1202431,-1.052345,sub-064_ses-01_task-szMonitoring_run-02,64,control,1535,True,False,True,0.08986102610511307
-1.025321,-0.16379881,-1.6852198,-1.5908232,-1.8823123,-1.1923766,-0.050264865,0.45685577,-0.89707565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0439267,-0.014102459,-1.7129271,-1.6820326,-2.01682,-1.2400703,-0.030789897,0.5761988,-0.70171833,sub-064_ses-01_task-szMonitoring_run-02,64,control,1765,True,False,True,0.07483106539838749
-0.7723708,0.15703678,-0.7281952,-1.1499496,-2.259005,-0.8543196,-0.04121013,0.27657866,-0.89042425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3824234,0.09450531,-0.16955924,-1.2401552,-2.1980834,-0.59371066,-0.11638221,0.6908729,-0.84932303,sub-064_ses-01_task-szMonitoring_run-02,64,control,1833,True,False,True,0.04672990176118014
